key,value
rj-jaisalmer-12 (devikot),2993
rj-jaisalmer-13 (myajlar),3015
"rj-jaisalmer-14 
(jheenjaniyali)",3016
rj-jaisalmer-2 (sadhna),3018
rj-jaisalmer-3 (nehdai),2999
rj-jaisalmer-4 (shahgarh),3010
rj-jaisalmer-5 (khuiyals),2998
rj-jaisalmer-6 (pasewar),3011
rj-jaisalmer-7 (mohargarh),2997
rj-jaisalmer-8 (mehsana),3012
rj-jaisalmer-9 (dhanaua),3013
rj-jaitaran,2939
rj-jalore,2973
rj-jalore (w) (sayla),2977
rj-jamwa-ramgarh (achrol),1426
rj-jayal,1583
rj-jhadol,2959
rj-jhalawar,7432
rj-jhunjhunu (n) (bissau),1595
rj-jhunjhunu (s),1592
rj-jodhpur (e),291
rj-jodhpur (w) (jhanwar),2931
rj-kaman,5640
rj-kapasan,1476
rj-karauli,7464
rj-kekri (e),1467
rj-kekri (w) (bhinai),1466
rj-keshoraipatan (patan),7438
rj-khandar,7468
rj-khanpur,7430
rj-kherwara,2907
rj-khetri,1593
"rj-kishanganj 
(bhanwargarh)",7456
"rj-kishangarh (n) 
(roopangarh)",1497
rj-kishangarh (s),1463
rj-kishangarhbas (khairthal),1460
rj-kolayat-i (goddo),1533
rj-kolayat-ii,1534
rj-kolayat-iii (bajju),1535
rj-kolayat-iv (daitra),1536
rj-kotputli,1421
rj-kotra,2958
rj-kotri,1488
"rj-kumbalgarh 
(charbhujaji)",2954
rj-kushalgarh,2965
rj-ladnun,1581
rj-ladpu,744
rj-lalsot,1431
rj-laxma,1573
rj-laxmangar,1570
rj-laxmangarh (kherli),1492
rj-lunkaransar-i (kanholi),1529
rj-lunkaransar-ii (mahajan),1526
"rj-lunkaransar-iii 
(rajasarb)",1527
rj-lunkaransar-iv,1528
rj-mahuwa,7461
rj-malpura,1437
rj-malvi (fatehnagar),2955
rj-mandal,1486
rj-mandalgarh,1489
rj-mandawar,1495
rj-mangrol,7457
rj-marwar-jn,2935
rj-merta (e),1590
rj-merta (w),1591
rj-nadbai,5643
"rj-nagaur (e) (mundwa 
marwar)",1584
rj-nagaur (n),1582
rj-nagaur (w) (khinwsar),1585
rj-nainwa,7437
rj-nasirabad,1491
rj-nathdwara,2953
rj-nawa (kuchamancity),1586
rj-neem,1574
rj-newai,1438
rj-nimbahera,1477
rj-nohar (e),1555
rj-nohar (w) (jedasar),1502
rj-nohar(c) (rawatsar),1537
rj-nokha (e),1531
rj-nokha (w) (nathusar),1532
rj-osian (e) (dhanwara),2927
rj-osian (n),2922
rj-osian (s) (mathania),2926
rj-pachpadra (e) (korna),2980
rj-pachpadra (w) (balotra),2988
rj-pachpahar (bhawanimandi),7433
rj-padampur,1505
rj-pali (n) (rohat),2936
rj-pali (s),2932
rj-parbatsar (n) (makrana),1588
rj-parbatsar (s),1589
rj-phagi,1430
rj-phalodi (e) (lohawat),2923
rj-phalodi (n) (bap),2921
rj-phalodi (s),2925
rj-phalodi (w) (baroo),2924
rj-phulera (e) (renwal),1424
rj-phulera (w) (sambhar),1425
rj-pindwara,2971
rj-pipalda (sumerganj mandi),7458
rj-pirawa (raipur),7434
rj-pokran-1 (nachna),2995
rj-pokran-2 (madasar),3017
rj-pokran-3 (loharki),2996
rj-pokran-4 (pokran),2994
rj-pokran-5 (phalsoond),3019
rj-pratapgarh (n),1478
rj-pratapgarh (s) (arnod),1479
rj-raipur,1481:2937
rj-raisinghnagar,1507
rj-rajgarh,1464:1559
rj-rajsamand (kankorli),2952
rj-ramganj mandi,7459
rj-ramgarh,1468
rj-rashmi,1471
rj-ratangarh,1567
rj-reodar,2975
rj-rupbas,5645
rj-sadulshahar,1503
rj-sagwara,2966
rj-sahabad,7460
rj-salumber,2906
rj-sanchore (e),2979
rj-sanchore (w) (hadecha),2970
rj-sangaria,1499
rj-sangod,7450
rj-sapotra,7465
rj-sarada (chawand),2905
"rj-sardarshahar (n)- 
jaitsisar",1563
rj-sardarshahar (s),1564
rj-sarwar,1496
rj-sawaimadhopur,7462
rj-shahapura,1484
rj-sheo (e),2987
rj-sheo (w) (harsani),2981
rj-sheoganj (posaliyan),2976
rj-shergarh (n) (balesar),2929
rj-shergarh (n) (deechu),2928
rj-sikar,1572
rj-sirohi,2972
rj-siwana (e) (samdari),2900
rj-siwana (w),2901
rj-sojat (sojat-city),2960
rj-sridungargarh (n)- dungargh,1565
"rj-sridungargarh (s) 
(sudsar)",1566
rj-sriganganagar,154
rj-srikaranpur,1501
rj-srimadhopur,1575
rj-sujangarh (e),1568
rj-sujangarh (w) (lalgarh),1569
rj-sujangarh(c) (bidasar),1560
"rj-suratgarh (n) 
(goluwala)",1508
rj-suratgarh (s),1509
rj-taranagar,1561
rj-thanaghazi,1465
rj-tibbi,1539
rj-tijara (n) (bhiwadi),1493
rj-tijara (s),1469
rj-todaraisingh,1433
rj-tonk (n) (piploo),1435
rj-tonk (s),1432
rj-udaipurwati,1594
rj-uniayara,1436
rj-vallabhnagar,2957
rj-viratnagar (shahpura),1422
tn-ambasamudram,4634
tn-anamalai,4253
tn-arakandanallur,4153
tn-arantangi,4371
tn-aravakurichi,4320
tn-ariyalur,4329
tn-arkonam,4177
tn-arni,4173
tn-aruppukottai,4566
tn-attur,4282
tn-avanashi,4296
tn-batlagundu,4543
tn-bhavani,4256
tn-chengalpattu,4114
tn-chengam,4188
tn-chennai,44
tn-chidambaram,4144
tn-coimbatore,422
tn-cuddalore,4142
tn-cumbum,4554
tn-denkanikoitah,4347
tn-devakottai,4561
tn-dharampuram,4258
tn-dharmapuri,4342
tn-dindigul,451
tn-erode,424
tn-gingee,4145
tn-gobichettipalayam,4285
tn-gudalur,4262
tn-gudiyatham,4171
tn-harur,4346
tn-hosur,4344
tn-jayamkondan,4331
tn-kallkurichi,4151
tn-kancheepuram,4112
tn-kangayam,4257
tn-karaikal,4368
tn-karaikudi,4565
tn-karur,4324
tn-keeranur,4339
tn-kodaikanal,4542
tn-kodumudi,4204
tn-kotagiri,4266
tn-kovilpatti,4632
tn-krishnagiri,4343
tn-kulithalai,4323
tn-kumbakonam,435
tn-kuzhithurai,4651
tn-madurai,452
tn-madurantagam,4115
tn-manamadurai,4574
tn-manaparai,4332
tn-mannargudi,4367
tn-mayiladuthurai,4364
tn-mettupalayam,4254
tn-metturdam,4298
tn-mudukulathur,4576
tn-mulanur,4202
tn-musiri,4326
tn-nagapattinam,4365
tn-nagercoil,4652
tn-namakkal,4286
tn-nanguneri,4635
tn-natham,4544
tn-oddanchatram,4553
tn-omalur,4290
tn-ootacamund,423
tn-orathanad,4372
tn-palacode,4348
tn-palani,4545
tn-palladum,4255
tn-papanasam,4374
tn-paramakudi,4564
tn-pattukottai,4373
tn-perambalur,4328
tn-perundurai,4294
tn-pollachi,4259
tn-polur,4181
tn-pondicherry,413
tn-ponnamaravathi,4333
tn-ponneri,4119
tn-pudukkottai,4322
tn-rajapalayam,4563
tn-ramanathpuram,4567
tn-rameshwaram,4573
tn-ranipet,4172
tn-rasipuram,4287
tn-salem,427
tn-sankagiri,4283
tn-sankaran koil,4636
tn-sathiyamangalam,4295
tn-sivaganga,4575
tn-sriperumpudur,4111
tn-srivaikundam,4630
tn-tenkasi,4633
tn-thanjavur,4362
tn-theni,4546
tn-thirumanglam,4549
tn-thiruraipoondi,4369
tn-thuraiyure,4327
tn-tindivanam,4147
tn-tiruchendur,4639
tn-tiruchengode,4288
tn-tirunelvelli,462
tn-tirupathur,4577
tn-tirupattur,4179
tn-tirupur,421
tn-tiruttani,4118
tn-tiruvannamalai,4175
tn-tiruvarur,4366
tn-tiruvellore,4116
tn-tiruvettipuram,4182
tn-trichy,431
tn-tuticorin,461
tn-udumalpet,4252
tn-ulundurpet,4149
tn-usiliampatti,4552
tn-uthangarai,4341
tn-valapady,4292
tn-valliyoor,4637
tn-vaniyambadi,4174
tn-vedasandur,4551
tn-vellore,416
tn-velur,4268
tn-vilathikulam,4638
tn-villupuram,4146
tn-virudhachalam,4143
tn-virudhunagar,4562
tn-wandiwash,4183
tn-yercaud,4281
upe-akbarpur,5111
upe-akbarpur-i (akbarpur),5271
upe-akbarpur-ii (jalalpur),5275
upe-allahabad,532
upe-amethi,5368
upe-auraiya,5683
upe-azamgarh,5462
upe-baberu,5190
upe-bahraich-i (bahrailh),5252
upe-bahraich-ii (bhinga),5250
upe-balarampur-i (balrampur),5263
upe-balarampur-ii (tulsipur),5264
upe-ballia-i (ballia),5498
upe-ballia-ii (raniganj),5496
upe-banda,5192
upe-bansdeeh,5494
upe-bansgaon -i (bansgaon),5525
upe-bansgaon-ii (barhal ganj),5521
upe-bansi,5545
upe-barabanki,5248
upe-basti,5542
upe-bhadohi,5414
upe-bharthana,5680
upe-bharwari,5331
upe-bhogaon,5673
upe-bhognipur (pakhrayan),5113
upe-bidhuna,5681
upe-bikapur,5270
upe-bilgam-i (madhoganj),5851
upe-bilgram-ii (sandi),5855
upe-bilhaur,5112
upe-bindki,5181
upe-biswan,5863
upe-captanganj (khadda),5563
"upe-captanganj-i 
(captanganj)",5567
upe-chakia,5413
upe-chandauli (mugalsarai),5412
upe-charkhari,5283
upe-chhibramau,5691
upe-chirgaon (moth),5170
upe-chunur,5443
upe-dalmau-i (dalmau),5317
upe-dalmau-ii (lalganj),5315
upe-deoria,5568
upe-derapur (jhinjak),5114
upe-domariyaganj,5541
upe-dudhi-i (dudhi),5447
upe-dudhi-ii (pipri),5446
upe-etawah,5688
upe-faizabad,5278
upe-farrukhabad (fategarh),5692
upe-fateh-pur-i (fatehpur),5180
upe-fatehpur,5240
upe-fatehpur-ii (gazipur),5183
upe-garauth,5171
upe-ghatampur,5115
upe-ghazipur,548
upe-ghosi,5461
upe-gonda,5262
upe-gorakhpur,551
upe-haidergarh,5244
upe-hamirpur,5282
upe-hardoi-i (hardoi),5852
upe-hardoi-ii (baghavli),5850
upe-harraiya,5546
upe-hasanganj,5143
upe-jalalabad,5843
upe-jalaun,5168
upe-jasrana,5671
upe-jaunpur,5452
upe-jhansi,5174
upe-kadipur,5364
upe-kaimganj,5690
upe-kaisarganh-ii (mahasi),5255
upe-kaisarganj-i (kaiserganj),5251
upe-kalpi,5164
upe-kannauj,5694
upe-kanpur,512
"upe-karchhana 
(shankergarh)",5333
upe-karhal,5677
upe-karvi -i (karvi),5198
upe-karvi-ii (manikpur),5194
upe-kerakat,5450
upe-khaga,5182
upe-khalilabad -i,5547
upe-khalilabad-ii (mehdawal),5548
upe-kheri-i (kheri),5872
upe-kheri-ii (bhira),5870
upe-konch,5165
upe-kunda,5341
upe-lalganj,5463
upe-lalitpur-i (lalitpur),5176
upe-lalitpur-ii (talbehat),5175
upe-lucknow,522
upe-machlishahar,5454
upe-maharajganj,5523
upe-mahoba,5281
upe-mainpuri,5672
upe-malihabad,5212
upe-mariyahu,5451
upe-mau (rajapur),5195
upe-maudaha,5284
upe-maunathbhanjan,5464
upe-mauranipur,5178
upe-mehraun,5172
upe-meja (sirsa),5334
upe-mirzapur-i (mirzapur),5442
upe-mirzapur-ii (hallia),5440
upe-misrikh -i (misrikh),5865
upe-misrikh-ii (aurangabad),5861
upe-mohamdabad,5493
upe-mohamdi-i (mohamdi),5876
upe-mohamdi-ii (maigalganj),5875
upe-musafirkhana,5361
upe-nanpara-i (nanpara),5253
upe-nanparah-ii (mihinpurwa),5254
upe-naraini (attarra),5191
upe-naugarh-i (tetribazar),5544
upe-naugarh-ii (barhani),5543
upe-nighasan-i (palliakalan),5871
upe-nighasan-ii (tikonia),5873
upe-nighasan-iii (dhaurahra),5874
upe-orai,5162
upe-padrauna,5564
upe-patti,5343
"upe-pharenda-i 
(compierganj)",5522
upe-pharenda-ii (anand nagar),5524
upe-phoolpur,5332
upe-phulpur-i (phulpur),5460
upe-phulpur-ii (atrawlia),5465
upe-powayan,5844
upe-pratapgarh,5342
upe-purwa (bighapur),5142
upe-raibareli,535
upe-ramsanehi ghat,5241
upe-rasara,5491
upe-rath,5280
upe-robertsganj -ii (obra),5445
upe-robertsganj-i,5444
upe-safipur,5144
upe-sagri,5466
upe-saidpur,5495
upe-salempur-i (salempur),5566
upe-salempur-ii (barhaj),5561
upe-salon -i (salon),5311
upe-salon-ii (jais),5313
upe-sandila,5854
upe-shahabad,5853
upe-shahganj,5453
upe-shahjahanpur,5842
upe-shikohabad,5676
upe-sidhauli (mahmodabad),5864
upe-sitapur,5862
upe-soraon,5335
upe-sultanpur,5362
upe-tanda-ii (baskhari),5274
upe-tandai-i (tanda),5273
upe-tarabganj-i (terabganj),5260
"upe-tarabganj-ii 
(colonelganj)",5261
upe-tilhar,5841
upe-unnao,515
upe-utraula,5265
upe-varansi,542
upe-zamania,5497
upw-achhnera,5613
upw-agra,562
upw-aliganj (ganjdundwara),5740
upw-aligarh,571
upw-almora,5962
upw-amroha,5922
upw-aonla -i,5823
upw-aonla-ii (ramnagar),5824
upw-atrauli,5723
upw-badaun,5832
upw-bageshwar,5963
upw-baghpat-ii (baraut),1234
upw-baheri,5822
upw-bareilly,581
upw-bhatwari-i (gangotri),1377
upw-bhatwari-i (uttarkashi),1374
upw-bijnore-i,1342
upw-bijnore-ii (chandpur),1345
upw-bilari,5921
upw-bisalpur,5881
upw-bisauli,5834
upw-budhana,1392
upw-bulandshahr,5732
upw-chakrata (dakpather),1360
upw-chamoli,1372
upw-champawat,5965
upw-chhata (kosikalan),5662
upw-dataganj,5831
upw-debai,5734
upw-dehradun,135
upw-deoband,1336
upw-deoprayag-i,1378
upw-deoprayag-ii (jakholi),1370
upw-dhampur,1344
upw-dharchula,5967
upw-dunda,1371
upw-etah,5742
upw-ferozabad,5612
upw-garhmukteshwar,5731
upw-ghaziabad+dadri,120
upw-gunnaur,5836
upw-haldwani-i,5946
upw-haldwani-ii (chorgalian),5945
upw-hapur,122
upw-hasanpur,5924
upw-hathras,5722
upw-jalesar,5745
upw-jansath (khatauli),1396
upw-jarar,5614
upw-joshimath-i,1389
upw-joshimath-ii (badrinath),1381
upw-kairana (shamli),1398
upw-karan prayag,1363
upw-kasganj,5744
upw-kashipur,5947
upw-khair,5724
upw-khatima,5943
upw-khatima-ii (sitarganj),5948
upw-khurja,5738
upw-kichha-i (rudrapur),5944
upw-kichha-ii (bazpur),5949
upw-lansdown-i,1386
upw-lansdown-ii (kotdwara),1382
upw-lansdown-iii (syunsi),1348
upw-mant (vrindavan),5664
upw-mathura,565
upw-mawana,1233
upw-meerut,121
upw-modinagar,1232
upw-moradabad,591
upw-munsiari,5961
upw-muzaffar nagar,131
upw-nagina,1343
upw-nainital,5942
upw-najibabad,1341
upw-nakur (gangoh),1331
upw-nawabganj,5825
upw-pahasu,5733
upw-partapnagar,1379
upw-pauri-i,1368
upw-pauri-ii (bubakhal),1346
upw-pilibhit,5882
upw-pitamberpur,5821
upw-pithoragarh,5964
upw-puranpur,5880
upw-purola,1373
upw-rajgarhi,1375
upw-rampur,595
upw-ranikhet,5966
upw-roorkee-i,1332
upw-roorkee-ii (hardwar),1334
upw-sadabad,5661
upw-saharanpur,132
upw-sahaswan,5833
upw-sambhal,5923
upw-sardhana,1237
upw-shahabad,5960
upw-sikandra rao,5721
upw-sikandrabad,5735
upw-siyana,5736
upw-tehri,1376
upw-ukhimath (guptkashi),1364
wb-adra,3251
wb-alipurduar,3564
wb-amlagora,3227
wb-arambag,3211
wb-asansol,341
wb-balurghat,3522
wb-bankura,3242
wb-basirhat,3217
wb-berhampur,3482
wb-bethuadahari,3474
wb-birpara,3563
wb-bishnupur,3244
wb-bolpur,3463
wb-bongoan,3215
wb-bubulchandi,3511
wb-burdwan,342
wb-canning,3218
wb-champadanga,3212
wb-contai,3220
wb-coochbehar,3582
wb-dalkhola,3525
wb-dantan,3229
wb-darjeeling,354
wb-dhaniakhali,3213
wb-dhuliyan,3485
wb-diamond harbour,3174
wb-dinhata,3581
wb-durgapur,343
wb-gangajalghati,3241
wb-gangarampur,3521
wb-gangtok,3592
wb-gauzing (nayabazar),3595
wb-ghatal,3225
wb-guskara,3452
wb-habra,3216
wb-haldia,3224
wb-harirampur,3524
wb-harishchandrapur,3513
wb-islampur (m),3481
wb-islampur (nd),3526
wb-jagatballavpur,3214
wb-jalpaiguri,3561
wb-jhalda,3254
wb-jhargram,3221
wb-kakdwip,3210
wb-kalchini,3566
wb-kalimpong,3552
wb-kalna,3454
wb-kandi,3484
wb-karimpur,3471
wb-katwa,3453
wb-kharagpur,3222
wb-khatra,3243
wb-kolkata,33
wb-krishna nagar,3472
wb-mal bazar,3562
wb-malda,3512
wb-manbazar,3253
wb-mathabhanga,3583
wb-mekhliganj,3584
wb-murshidabad (jiaganj),3483
wb-nagarakata,3565
wb-nalhati,3465
wb-nayagarh (kultikri),3223
wb-purulia,3252
wb-raiganj,3523
wb-rampur hat,3461
wb-ranaghat,3473
wb-seharabazar,3451
wb-siliguri,353
wb-suri,3462
wb-tamluk,3228
